Alter;Zivilstand;Säule 3a;lebensversicherung;pensionskasse;totalVermoegen;totalLohn;schaetzungObjekt;Eligible
60;41;100000;35000;25514.26803;239687.0606;67200;683942.0051;1
58;68;80000;0;0;197848.4737;68040;263104.756;1
47;41;40000;0;0;250154.0776;109200;1287698.081;0
90;51;130000;0;0;274185.3542;109200;1643192.209;0
83;51;130000;0;104047.6718;196525.4552;172710.9511;428614.9857;1
53;68;80000;0;41667.22647;246498.6545;68040;340494.2458;1
52;41;80000;45000;105002.3002;370023.9284;109200;1357934.668;0
58;41;80000;0;53111.98947;294210.6565;68040;1223652.961;0
67;68;100000;87000;0;280816.6638;109200;530997.2178;1
47;41;40000;0;35856.82862;129262.016;38880;375915.7502;1
58;63;80000;54000;433060.9045;649406.4036;109200;333505.3782;1
54;63;80000;0;0;260213.1129;109200;723943.6092;1
90;51;130000;0;55347.9822;174659.3703;68040;1855926.472;0
79;41;130000;0;0;153512.1752;109200;195531.9057;1
65;51;100000;0;37185.25932;84342.20559;38880;339947.0081;1
45;51;40000;0;111991.3122;336450.1559;109200;948574.9253;1
59;51;80000;0;686796.2838;868128.8169;109200;624221.4535;1
54;68;80000;0;0;188905.8578;109200;1313683.994;0
87;68;130000;0;0;245047.6124;109200;510888.7009;1
25;51;0;0;0;231330.3921;109200;9633.796691;1
58;68;80000;0;0;259722.2106;68040;333138.8021;1
74;51;130000;74000;0;326682.9812;109200;1811082.331;0
34;63;20000;0;698845.2697;940965.1021;109200;971075.027;1
73;63;130000;0;117677.132;331586.301;109200;1255336.834;0
48;68;40000;0;117814.5794;207791.0711;165874.822;890347.1845;1
67;63;100000;0;472366.0822;626581.6532;177316.1779;42045.3902;1
71;41;130000;0;0;183609.5118;109200;1523217.802;0
42;63;40000;0;119950.6414;372328.063;178024.1446;1739280.755;0
49;51;40000;0;120719.7329;342932.042;109200;553982.0909;1
33;63;20000;84000;0;330321.8633;109200;1393183.011;0
84;63;130000;51000;488754.722;716835.5294;157843.4959;964642.7348;1
52;63;80000;87000;0;272428.5921;109200;940930.3165;1
65;51;100000;0;0;288412.7767;68040;134631.1606;1
58;41;80000;0;31226.64793;136939.6003;67200;1317127.629;0
71;63;130000;0;0;241178.8479;168458.8714;1330641.253;0
61;68;100000;0;125811.4253;380631.7519;109200;1252128.162;0
67;41;100000;72000;0;330510.9533;109200;1630547.927;0
58;41;80000;0;50409.01669;157932.5986;68040;177418.4478;1
53;68;80000;0;0;178054.8102;183682.2545;1330278.821;0
50;51;80000;0;507800.9053;688575.4827;109200;966002.2385;1
54;63;80000;48000;127070.9618;306260.661;109200;1340424.976;0
26;51;0;0;128342.0943;318468.775;68040;226197.6491;1
37;68;20000;0;771544.3644;1030507.533;109200;1141340.552;1
90;41;130000;80000;0;422712.0606;158679.9655;940366.0322;1
27;51;0;0;64902.62194;316257.8987;68040;1162244.858;0
65;68;100000;0;0;260810.4873;68040;1275642.338;0
71;41;130000;0;0;265424.3955;109200;409356.965;1
43;51;40000;83000;0;438919.7283;172946.8273;364410.1871;1
66;68;100000;0;0;300042.511;68040;1581792.885;0
67;68;100000;0;0;201657.2832;109200;1719279.331;0
90;51;130000;29000;27025.08937;207877.4521;67200;912016.1735;0
73;51;130000;0;54355.4961;218488.5161;68040;825198.4526;0
75;68;130000;0;136007.4293;406854.7607;109200;1174818.99;1
73;63;130000;0;0;321832.3103;68040;1543279.51;0
54;51;80000;0;46481.54572;325371.1026;38880;164528.8741;1
88;51;130000;0;140260.4539;394908.7733;109200;1753784.858;0
89;51;130000;64000;842156.1688;1178779.421;175204.6899;397817.9512;1
67;51;100000;0;0;220429.0554;109200;1655451.43;0
72;51;130000;55000;563835.7834;873400.6602;109200;871066.3216;1
60;41;100000;0;141499.1857;286318.2878;109200;842705.4767;1
49;68;40000;0;0;218121.9384;109200;1279526.017;0
61;41;100000;0;0;360788.0765;109200;736511.9096;1
33;63;20000;0;0;238705.6887;174150.5824;712751.0618;1
50;41;80000;0;0;296778.4908;68040;1123273.304;0
77;63;130000;0;0;325405.0725;68040;1825260.255;0
68;63;100000;0;0;295307.9289;68040;1350894.689;0
43;41;40000;0;0;255319.03;68040;1350485.545;0
77;68;130000;0;0;229849.6882;68040;1131937.733;0
30;68;20000;0;0;296133.3195;68040;315413.9846;1
86;68;130000;69000;0;460820.5069;109200;1788314.234;0
26;63;0;0;0;307799.5132;109200;758884.8291;1
79;63;130000;0;149014.7952;483356.3447;109200;404266.879;1
49;63;40000;0;0;144720.8571;68040;793313.296;0
87;51;130000;58000;606490.1754;903434.7882;109200;398882.3796;1
67;63;100000;0;0;340456.5776;68040;1499978.708;0
83;63;130000;0;38129.71272;204946.7566;115245.4219;630955.088;1
37;41;20000;0;0;271302.6993;68040;1022802.663;0
36;68;20000;0;0;248004.7969;68040;1542479.774;0
89;68;130000;0;157466.2747;287935.2367;173317.0245;1901460.213;0
73;63;130000;88000;0;446819.709;109200;1753962.498;0
38;68;20000;0;40487.63458;338843.2381;38880;664337.0176;0
47;51;40000;0;974199.7928;1113015.273;109200;530903.0208;1
61;51;100000;90000;0;535590.6631;109200;1892088.052;0
72;63;130000;0;0;389108.0262;68040;294563.7983;1
67;51;100000;0;32866.77384;95768.02659;67200;378511.2062;1
65;51;100000;0;82261.74941;256741.6501;68040;461772.3125;1
50;63;80000;0;0;394094.8404;109200;1715487.256;0
77;63;130000;0;85170.99559;237199.8503;68040;422760.3619;1
36;63;20000;0;68630.1064;324578.9589;68040;1109459.68;0
65;51;100000;0;42953.16103;325398.8733;104035.2927;88528.99741;1
56;68;80000;0;0;182929.8792;173965.5977;1007879.421;0
36;51;20000;0;44447.6882;152465.8781;67200;1950916.358;0
26;68;0;63000;1068463.462;1439245.07;184929.9508;862010.4343;1
85;63;130000;0;183871.1796;539003.9931;109200;414131.046;1
26;63;0;47000;186914.8036;638200.7015;172933.0703;742694.7657;1
29;63;0;34000;48094.98932;410503.9052;67200;686009.2211;1
81;63;130000;57000;780499.2492;1256012.313;167409.0143;1615349.44;1
82;63;130000;59000;780499.2492;972116.5556;171758.8871;1844291.406;1
86;41;130000;46000;201127.4773;541778.1813;179004.5387;310448.6865;1
35;68;20000;90000;0;516739.0778;109200;161888.0517;1
79;51;130000;0;51114.05699;306956.5776;67200;231512.1668;1
52;41;80000;52000;818785.3382;1292458.704;109200;50032.47847;1
90;51;130000;0;83626.94643;490043.7142;68040;458750.2425;1
58;51;80000;0;108336.0985;211214.7223;68040;1042591.288;0
